Sentences,Label_Task,Estimated_hours
"Membuat presentasi untuk rapat dewan direksi tentang kinerja perusahaan, mencakup analisis keuangan, pencapaian, dan rencana ke depan",Presentasi dan Demo,10
"Menyiapkan demo aplikasi augmented reality (AR) untuk klien di industri ritel, menunjukkan bagaimana AR dapat meningkatkan pengalaman belanja",Presentasi dan Demo,10
"Membuat presentasi untuk workshop tentang desain thinking, mencakup konsep dasar, tahapan proses, dan contoh penerapan",Presentasi dan Demo,10
"Menyiapkan demo platform e-learning untuk sekolah, menunjukkan fitur interaktif, manajemen kelas, dan pelaporan",Presentasi dan Demo,10
"Membuat presentasi untuk seminar tentang keamanan siber, mencakup ancaman terkini, praktik terbaik, dan solusi keamanan",Presentasi dan Demo,10
"Menyiapkan demo sistem manajemen proyek untuk tim proyek, menjelaskan fitur kolaborasi, pelacakan tugas, dan pelaporan",Presentasi dan Demo,10
"Membuat presentasi untuk konferensi bisnis tentang strategi pengembangan bisnis, mencakup analisis pasar, model bisnis, dan rencana ekspansi",Presentasi dan Demo,10
"Menyiapkan demo aplikasi mobile game untuk penerbit game, fokus pada gameplay, grafik, dan monetisasi",Presentasi dan Demo,10
"Membuat presentasi untuk pelatihan karyawan tentang komunikasi efektif, mencakup teknik presentasi, berbicara di depan umum, dan penulisan email",Presentasi dan Demo,10
"Menyiapkan demo platform analitik data untuk tim analis, menunjukkan kemampuan analisis, visualisasi, dan pelaporan data",Presentasi dan Demo,10
"Membuat presentasi untuk rapat tim tentang hasil proyek, mencakup pencapaian, tantangan, pelajaran yang dipetik, dan rencana tindak lanjut",Presentasi dan Demo,10
"Mempersiapkan presentasi untuk meluncurkan aplikasi mobile baru kepada publik, dengan fokus pada fitur unggulan, keunikan, dan manfaat bagi pengguna",Presentasi dan Demo,10
"Membuat demo interaktif dari platform analitik data terbaru untuk tim manajemen, menyoroti kemampuan analisis data real-time dan visualisasi yang menarik",Presentasi dan Demo,10
"Menyiapkan presentasi untuk memaparkan strategi pengembangan produk baru kepada tim eksekutif, termasuk riset pasar, analisis kompetitor, dan rencana pengembangan",Presentasi dan Demo,10
"Membuat demo perangkat lunak HRIS (Human Resource Information System) untuk tim HR, menjelaskan fitur manajemen karyawan, payroll, dan penilaian kinerja",Presentasi dan Demo,10
"Mempersiapkan presentasi untuk memperkenalkan platform e-commerce baru kepada calon penjual, menjelaskan fitur-fitur toko online, manajemen pesanan, dan promosi",Presentasi dan Demo,10
"Membuat demo platform manajemen media sosial untuk tim marketing, menunjukkan kemampuan penjadwalan posting, analisis performa, dan pemantauan brand",Presentasi dan Demo,10
"Menyiapkan presentasi untuk menjelaskan konsep desain ulang website perusahaan kepada tim desain, dengan fokus pada peningkatan pengalaman pengguna dan konversi",Presentasi dan Demo,10
"Membuat demo platform pembelajaran bahasa online untuk calon pengguna, menunjukkan fitur pembelajaran interaktif, latihan soal, dan pelacakan kemajuan",Presentasi dan Demo,10
"Mempersiapkan presentasi tentang strategi SEO (Search Engine Optimization) untuk tim marketing, menjelaskan teknik optimasi website, analisis kata kunci, dan peningkatan peringkat pencarian",Presentasi dan Demo,10
"Membuat demo aplikasi mobile kesehatan untuk calon investor, menunjukkan fitur pelacakan kesehatan, konsultasi dokter online, dan informasi kesehatan",Presentasi dan Demo,10
"Menyiapkan presentasi tentang hasil uji coba produk baru kepada tim pengembangan, menganalisis data pengguna, feedback, dan rekomendasi perbaikan",Presentasi dan Demo,10
"Membuat demo platform crowdfunding untuk calon pengguna, menjelaskan cara membuat kampanye, menerima donasi, dan mengelola proyek",Presentasi dan Demo,10
"Mempersiapkan presentasi tentang keamanan data untuk karyawan perusahaan, menjelaskan risiko keamanan, praktik terbaik, dan kebijakan perusahaan",Presentasi dan Demo,10
"Membuat demo aplikasi augmented reality untuk pelatihan karyawan di bidang manufaktur, menunjukkan cara menggunakan AR untuk panduan perakitan dan pemeliharaan mesin",Presentasi dan Demo,10
"Menyiapkan presentasi untuk memperkenalkan fitur baru aplikasi mobile kepada pengguna, menjelaskan manfaat fitur baru dan cara menggunakannya",Presentasi dan Demo,10
"Membuat demo platform investasi online untuk calon investor, menunjukkan fitur pemilihan portofolio, analisis risiko, dan pemantauan investasi",Presentasi dan Demo,10
"Mempersiapkan presentasi tentang tren teknologi terbaru di industri kepada tim manajemen, memberikan wawasan tentang peluang dan tantangan baru",Presentasi dan Demo,10
"Membuat demo aplikasi mobile game untuk calon pengguna, menunjukkan gameplay, fitur sosial, dan sistem reward",Presentasi dan Demo,10
"Menyiapkan presentasi tentang strategi content marketing untuk tim marketing, menjelaskan cara membuat konten yang menarik, mendistribusikan konten, dan mengukur hasilnya",Presentasi dan Demo,10
"Membuat demo platform analitik media sosial untuk tim marketing, menunjukkan kemampuan analisis sentimen, pemantauan brand, dan pelaporan performa",Presentasi dan Demo,10
Mempersiapkan presentasi tentang strategi pengembangan bisnis berbasis data untuk tim manajemen,Presentasi dan Demo,10
"Membuat demo aplikasi pemesanan tiket konser untuk calon pengguna, menunjukkan kemudahan penggunaan, pilihan pembayaran, dan fitur tambahan seperti peta lokasi",Presentasi dan Demo,10
"Menyiapkan presentasi tentang pentingnya user experience (UX) dalam pengembangan produk, menjelaskan prinsip-prinsip UX, metodologi penelitian, dan contoh kasus sukses",Presentasi dan Demo,10
"Membuat demo platform e-learning untuk perusahaan, menunjukkan fitur pelatihan karyawan, manajemen kursus, dan pelaporan kemajuan belajar",Presentasi dan Demo,10
"Mempersiapkan presentasi tentang strategi pemasaran influencer untuk tim marketing, menjelaskan cara memilih influencer yang tepat, mengelola kerjasama, dan mengukur ROI",Presentasi dan Demo,10
"Membuat demo aplikasi mobile perbankan untuk calon nasabah, menunjukkan fitur transfer uang, pembayaran tagihan, dan pengelolaan keuangan",Presentasi dan Demo,10
"Menyiapkan presentasi tentang penggunaan kecerdasan buatan (AI) dalam pelayanan pelanggan, menjelaskan manfaat chatbot, analisis sentimen, dan personalisasi layanan",Presentasi dan Demo,10
"Membuat demo platform manajemen proyek agile untuk tim pengembangan, menunjukkan fitur sprint planning, task board, dan pelacakan progress",Presentasi dan Demo,10
"Mempersiapkan presentasi tentang strategi branding untuk perusahaan startup, menjelaskan pentingnya brand identity, positioning, dan komunikasi brand",Presentasi dan Demo,10
"Membuat demo aplikasi mobile augmented reality untuk bidang pariwisata, menunjukkan fitur informasi tempat wisata, navigasi, dan konten interaktif",Presentasi dan Demo,10
"Menyusun outline presentasi yang komprehensif, mencakup pengenalan, tujuan, fitur utama, manfaat, dan studi kasus",Presentasi dan Demo,10
"Merancang slide presentasi yang menarik dan informatif, menggunakan visualisasi yang jelas, grafik, dan diagram",Presentasi dan Demo,10
"Menyiapkan demo produk/layanan yang interaktif dan user-friendly, menunjukkan fungsionalitas dan nilai tambah",Presentasi dan Demo,10
Membuat skenario penggunaan yang realistis dan relevan dengan kebutuhan target audiens,Presentasi dan Demo,10
"Melakukan riset mendalam tentang audiens target, memahami kebutuhan, minat, dan tingkat pengetahuan mereka",Presentasi dan Demo,10
"Menyiapkan handout atau materi pendukung lainnya, seperti lembar fakta, brosur, atau whitepaper",Presentasi dan Demo,10
"Merencanakan sesi tanya jawab interaktif setelah presentasi, mengantisipasi pertanyaan potensial",Presentasi dan Demo,10
"Melakukan latihan presentasi secara menyeluruh, memastikan kelancaran penyampaian dan penguasaan materi",Presentasi dan Demo,10
"Menguji coba demo produk/layanan secara berulang, mengidentifikasi dan memperbaiki potensi masalah teknis",Presentasi dan Demo,10
"Menyiapkan lingkungan presentasi yang memadai, termasuk proyektor, layar, dan perangkat lunak pendukung",Presentasi dan Demo,10
Memastikan ketersediaan semua materi presentasi dan demo sebelum acara,Presentasi dan Demo,10
"Membuka presentasi dengan pengantar yang menarik, memperkenalkan diri, topik presentasi, dan tujuan",Presentasi dan Demo,10
Menjelaskan latar belakang dan motivasi di balik pengembangan produk/layanan,Presentasi dan Demo,10
"Menyajikan fitur utama produk/layanan secara detail, menjelaskan fungsionalitas dan cara penggunaannya",Presentasi dan Demo,10
"Menyoroti manfaat produk/layanan bagi pengguna, seperti peningkatan efisiensi atau penghematan biaya",Presentasi dan Demo,10
"Memberikan contoh penggunaan yang nyata, menunjukkan bagaimana produk/layanan dapat memecahkan masalah",Presentasi dan Demo,10
"Menjelaskan studi kasus sukses penggunaan produk/layanan, menyoroti dampak positif yang telah dicapai",Presentasi dan Demo,10
Membahas keunggulan produk/layanan dibandingkan solusi alternatif lainnya,Presentasi dan Demo,10
"Menjelaskan model bisnis, jika ada, termasuk harga, paket langganan, atau batasan penggunaan",Presentasi dan Demo,10
Memberikan informasi tentang dukungan pelanggan dan sumber daya yang tersedia,Presentasi dan Demo,10
"Melakukan demo produk/layanan secara langsung, menunjukkan alur kerja pengguna dan fitur-fitur unggulan",Presentasi dan Demo,10
Mengundang audiens untuk mengajukan pertanyaan dan berpartisipasi dalam diskusi interaktif,Presentasi dan Demo,10
"Menjawab pertanyaan dengan jelas dan ringkas, memberikan penjelasan tambahan atau contoh jika diperlukan",Presentasi dan Demo,10
"Mencatat feedback dari audiens, baik positif maupun negatif",Presentasi dan Demo,10
Menyimpulkan presentasi dengan merangkum poin-poin penting dan menekankan nilai tambah yang ditawarkan,Presentasi dan Demo,10
Mengucapkan terima kasih kepada audiens atas perhatian dan partisipasi mereka,Presentasi dan Demo,10
Mengumpulkan informasi kontak audiens yang tertarik,Presentasi dan Demo,10
"Mengirimkan email tindak lanjut kepada audiens, berisi tautan ke materi presentasi dan informasi kontak",Presentasi dan Demo,10
"Menganalisis feedback dari audiens, mengidentifikasi area yang perlu ditingkatkan",Presentasi dan Demo,10
Memperbarui materi presentasi dan demo secara berkala,Presentasi dan Demo,10
"Mempromosikan presentasi dan demo melalui berbagai saluran, seperti media sosial atau newsletter",Presentasi dan Demo,10
"Mengukur dampak presentasi dan demo, seperti jumlah peserta dan tingkat engagement",Presentasi dan Demo,10
Melakukan survei kepuasan pelanggan untuk mendapatkan feedback yang lebih mendalam,Presentasi dan Demo,10
Mengidentifikasi potensi kolaborasi atau kemitraan dengan pihak lain,Presentasi dan Demo,10
Menyelenggarakan webinar atau sesi pelatihan online untuk memperluas jangkauan audiens,Presentasi dan Demo,10
Membuat video tutorial singkat yang menjelaskan cara menggunakan produk/layanan,Presentasi dan Demo,10
Menulis studi kasus yang mendalam tentang penggunaan produk/layanan di berbagai skenario,Presentasi dan Demo,10
Mengadakan acara atau kompetisi untuk mendorong penggunaan produk/layanan,Presentasi dan Demo,10
Berpartisipasi dalam konferensi atau pameran untuk mempresentasikan produk/layanan kepada audiens yang lebih luas,Presentasi dan Demo,10
"Membuat komunitas online atau forum diskusi untuk pengguna, memfasilitasi pertukaran informasi",Presentasi dan Demo,10
Menawarkan program insentif atau penghargaan bagi pengguna yang aktif,Presentasi dan Demo,10
Mengumpulkan data penggunaan produk/layanan untuk menganalisis tren dan mengidentifikasi masalah,Presentasi dan Demo,10
Melakukan pengujian A/B pada materi presentasi dan demo untuk mengukur efektivitas,Presentasi dan Demo,10
Mengukur ROI (Return on Investment) dari kegiatan presentasi dan demo,Presentasi dan Demo,10
"Membuat roadmap pengembangan produk/layanan yang jelas, mengkomunikasikan rencana masa depan",Presentasi dan Demo,10
"Menjalin hubungan baik dengan komunitas pengguna, memberikan dukungan, dan merespons feedback secara proaktif",Presentasi dan Demo,10
Memantau perkembangan teknologi dan tren pasar yang relevan untuk memastikan produk/layanan tetap kompetitif,Presentasi dan Demo,10
"Melakukan evaluasi berkala terhadap strategi presentasi dan demo, mengidentifikasi area yang perlu ditingkatkan",Presentasi dan Demo,10
Merayakan pencapaian dan tonggak penting dalam pengembangan dan promosi produk/layanan,Presentasi dan Demo,10
"Merayakan pencapaian dan tonggak penting dalam pengembangan dan promosi API, memberikan apresiasi kepada tim yang terlibat, dan membangun semangat kolaborasi",Presentasi dan Demo,10
Menguji fungsi login pengguna dengan kredensial valid,Pengujian Fungsionalitas,30
Menguji fungsi logout untuk mengakhiri sesi pengguna,Pengujian Fungsionalitas,30
Menguji fungsi validasi formulir pendaftaran,Pengujian Fungsionalitas,30
Menguji fungsi pencarian untuk memastikan hasil yang tepat,Pengujian Fungsionalitas,30
Menguji fungsi filter produk berdasarkan kategori,Pengujian Fungsionalitas,30
Menguji fungsi penambahan produk ke keranjang belanja,Pengujian Fungsionalitas,30
Menguji fungsi checkout untuk memastikan tidak ada kesalahan,Pengujian Fungsionalitas,30
Menguji fungsi pembayaran menggunakan kartu kredit,Pengujian Fungsionalitas,30
Menguji fungsi pemulihan kata sandi melalui email,Pengujian Fungsionalitas,30
Menguji fungsi pengeditan profil pengguna,Pengujian Fungsionalitas,30
Menguji fungsi tautan navigasi di aplikasi,Pengujian Fungsionalitas,30
Menguji fungsi pengunggahan file ke server,Pengujian Fungsionalitas,30
Menguji fungsi pengunduhan file dari aplikasi,Pengujian Fungsionalitas,30
Menguji fungsi pembuatan laporan PDF,Pengujian Fungsionalitas,30
Menguji fungsi chat antar pengguna,Pengujian Fungsionalitas,30
Menguji fungsi notifikasi push di aplikasi mobile,Pengujian Fungsionalitas,30
Menguji fungsi akses halaman profil pengguna,Pengujian Fungsionalitas,30
Menguji fungsi pengaturan preferensi pengguna,Pengujian Fungsionalitas,30
Menguji fungsi penghapusan akun pengguna,Pengujian Fungsionalitas,30
Menguji fungsi pagination di halaman produk,Pengujian Fungsionalitas,30
Menguji fungsi sortasi produk berdasarkan harga,Pengujian Fungsionalitas,30
Menguji fungsi login melalui media sosial,Pengujian Fungsionalitas,30
Menguji fungsi pencarian lanjutan dengan filter,Pengujian Fungsionalitas,30
